,year,temp_avg,temp_delta,temp_delta_full_years,temp_delta_last10,temp_mean,temp_mean_full_years,temp_mean_last10,value,0,1,3,4,5,6
DEBRECEN,1994,11.1,0.8,0.8,-0.1,10.2,10.2,11.2,1,128820,99999,HUNGARY,47.489,21.615,110.0
DEBRECEN,1995,10.3,0.1,0.1,-0.9,10.2,10.2,11.2,1,128820,99999,HUNGARY,47.489,21.615,110.0
DEBRECEN,1996,9.9,-0.4,-0.4,-1.3,10.2,10.2,11.2,1,128820,99999,HUNGARY,47.489,21.615,110.0
DEBRECEN,1997,10.0,-0.2,-0.2,-1.2,10.2,10.2,11.2,1,128820,99999,HUNGARY,47.489,21.615,110.0
DEBRECEN,1998,10.0,-0.2,-0.2,-1.2,10.2,10.2,11.2,1,128820,99999,HUNGARY,47.489,21.615,110.0
DEBRECEN,1999,10.3,0.1,0.1,-0.9,10.2,10.2,11.2,1,128820,99999,HUNGARY,47.489,21.615,110.0
DEBRECEN,2000,11.1,0.9,0.9,-0.1,10.2,10.2,11.2,1,128820,99999,HUNGARY,47.489,21.615,110.0
DEBRECEN,2001,10.1,-0.1,-0.2,-1.1,10.2,10.2,11.2,1,128820,99999,HUNGARY,47.489,21.615,110.0
DEBRECEN,2002,10.9,0.7,0.7,-0.3,10.2,10.2,11.2,1,128820,99999,HUNGARY,47.489,21.615,110.0
DEBRECEN,2003,9.8,-0.4,-0.4,-1.4,10.2,10.2,11.2,1,128820,99999,HUNGARY,47.489,21.615,110.0
DEBRECEN,2004,10.0,-0.2,-0.2,-1.2,10.2,10.2,11.2,1,128820,99999,HUNGARY,47.489,21.615,110.0
DEBRECEN,2005,9.5,-0.7,-0.7,-1.7,10.2,10.2,11.2,1,128820,99999,HUNGARY,47.489,21.615,110.0
DEBRECEN,2006,10.3,0.0,0.0,-0.9,10.2,10.2,11.2,1,128820,99999,HUNGARY,47.489,21.615,110.0
DEBRECEN,2007,11.7,1.5,1.5,0.5,10.2,10.2,11.2,1,128820,99999,HUNGARY,47.489,21.615,110.0
DEBRECEN,2008,11.4,1.1,1.1,0.2,10.2,10.2,11.2,1,128820,99999,HUNGARY,47.489,21.615,110.0
DEBRECEN,2009,11.3,1.1,1.1,0.1,10.2,10.2,11.2,1,128820,99999,HUNGARY,47.489,21.615,110.0
DEBRECEN,2010,10.3,0.1,0.1,-0.9,10.2,10.2,11.2,1,128820,99999,HUNGARY,47.489,21.615,110.0
DEBRECEN,2011,10.5,0.3,0.2,-0.7,10.2,10.2,11.2,1,128820,99999,HUNGARY,47.489,21.615,110.0
DEBRECEN,2012,11.2,0.9,0.9,-0.0,10.2,10.2,11.2,1,128820,99999,HUNGARY,47.489,21.615,110.0
DEBRECEN,2013,11.1,0.9,0.9,-0.1,10.2,10.2,11.2,1,128820,99999,HUNGARY,47.489,21.615,110.0
DEBRECEN,2014,12.0,1.8,1.8,0.8,10.2,10.2,11.2,1,128820,99999,HUNGARY,47.489,21.615,110.0
DEBRECEN,2015,11.4,1.2,1.2,0.2,10.2,10.2,11.2,1,128820,99999,HUNGARY,47.489,21.615,110.0
DEBRECEN,2016,10.9,0.6,0.6,-0.3,10.2,10.2,11.2,1,128820,99999,HUNGARY,47.489,21.615,110.0
DEBRECEN,2017,10.9,0.7,0.7,-0.3,10.2,10.2,11.2,1,128820,99999,HUNGARY,47.489,21.615,110.0
DEBRECEN,2018,12.2,1.9,1.9,1.0,10.2,10.2,11.2,1,128820,99999,HUNGARY,47.489,21.615,110.0
EGER,2000,11.3,0.5,0.5,0.3,10.8,10.8,11.0,1,128700,99999,HUNGARY,47.9,20.383,218.0
EGER,2001,10.2,-0.6,-0.6,-0.8,10.8,10.8,11.0,1,128700,99999,HUNGARY,47.9,20.383,218.0
EGER,2002,11.3,0.5,0.5,0.4,10.8,10.8,11.0,1,128700,99999,HUNGARY,47.9,20.383,218.0
EGER,2003,10.4,-0.4,-0.3,-0.5,10.8,10.8,11.0,1,128700,99999,HUNGARY,47.9,20.383,218.0
EGER,2004,9.9,-0.9,-0.8,-1.0,10.8,10.8,11.0,1,128700,99999,HUNGARY,47.9,20.383,218.0
EGER,2005,9.9,-0.8,-0.8,-1.0,10.8,10.8,11.0,1,128700,99999,HUNGARY,47.9,20.383,218.0
EGER,2006,10.1,-0.6,-0.6,-0.8,10.8,10.8,11.0,1,128700,99999,HUNGARY,47.9,20.383,218.0
EGER,2007,11.3,0.5,0.5,0.3,10.8,10.8,11.0,1,128700,99999,HUNGARY,47.9,20.383,218.0
EGER,2008,11.2,0.5,0.5,0.3,10.8,10.8,11.0,1,128700,99999,HUNGARY,47.9,20.383,218.0
EGER,2009,11.0,0.2,0.3,0.1,10.8,10.8,11.0,1,128700,99999,HUNGARY,47.9,20.383,218.0
EGER,2010,9.8,-1.0,-1.0,-1.2,10.8,10.8,11.0,1,128700,99999,HUNGARY,47.9,20.383,218.0
EGER,2011,10.6,-0.2,-0.2,-0.4,10.8,10.8,11.0,1,128700,99999,HUNGARY,47.9,20.383,218.0
EGER,2012,11.2,0.4,0.4,0.2,10.8,10.8,11.0,1,128700,99999,HUNGARY,47.9,20.383,218.0
EGER,2013,10.8,0.0,0.0,-0.2,10.8,10.8,11.0,1,128700,99999,HUNGARY,47.9,20.383,218.0
EGER,2014,11.7,0.9,1.0,0.8,10.8,10.8,11.0,1,128700,99999,HUNGARY,47.9,20.383,218.0
EGER,2015,11.0,0.3,0.3,0.1,10.8,10.8,11.0,1,128700,99999,HUNGARY,47.9,20.383,218.0
EGER,2016,10.7,-0.1,-0.1,-0.3,10.8,10.8,11.0,1,128700,99999,HUNGARY,47.9,20.383,218.0
EGER,2017,10.6,-0.1,-0.1,-0.3,10.8,10.8,11.0,1,128700,99999,HUNGARY,47.9,20.383,218.0
EGER,2018,12.0,1.2,1.3,1.1,10.8,10.8,11.0,1,128700,99999,HUNGARY,47.9,20.383,218.0
EGER,1998,11.0,-1.0,-1.0,-1.2,12.0,12.0,12.2,1,128700,99999,HUNGARY,47.9,20.383,218.0
EGER,1999,11.6,-0.5,-0.5,-0.7,12.1,12.1,12.3,1,128700,99999,HUNGARY,47.9,20.383,218.0
FERIHEGY,1973,9.5,-0.8,-0.8,-1.5,10.4,10.4,11.0,1,128390,99999,HUNGARY,47.437,19.256,150.9
FERIHEGY,1974,10.6,0.2,0.2,-0.4,10.4,10.4,11.0,1,128390,99999,HUNGARY,47.437,19.256,150.9
FERIHEGY,1975,10.7,0.3,0.3,-0.4,10.4,10.4,11.0,1,128390,99999,HUNGARY,47.437,19.256,150.9
FERIHEGY,1976,10.1,-0.2,-0.2,-0.9,10.4,10.4,11.0,1,128390,99999,HUNGARY,47.437,19.256,150.9
FERIHEGY,1977,10.6,0.2,0.2,-0.4,10.4,10.4,11.0,1,128390,99999,HUNGARY,47.437,19.256,150.9
FERIHEGY,1978,9.5,-0.8,-0.8,-1.5,10.4,10.4,11.0,1,128390,99999,HUNGARY,47.437,19.256,150.9
FERIHEGY,1979,10.7,0.3,0.3,-0.4,10.4,10.4,11.0,1,128390,99999,HUNGARY,47.437,19.256,150.9
FERIHEGY,1980,9.2,-1.1,-1.1,-1.8,10.4,10.4,11.0,1,128390,99999,HUNGARY,47.437,19.256,150.9
FERIHEGY,1981,10.6,0.2,0.2,-0.4,10.4,10.4,11.0,1,128390,99999,HUNGARY,47.437,19.256,150.9
FERIHEGY,1982,10.7,0.3,0.3,-0.4,10.4,10.4,11.0,1,128390,99999,HUNGARY,47.437,19.256,150.9
FERIHEGY,1983,10.9,0.6,0.6,-0.1,10.4,10.4,11.0,1,128390,99999,HUNGARY,47.437,19.256,150.9
FERIHEGY,1984,9.7,-0.6,-0.6,-1.3,10.4,10.4,11.0,1,128390,99999,HUNGARY,47.437,19.256,150.9
FERIHEGY,1985,8.8,-1.5,-1.5,-2.2,10.4,10.4,11.0,1,128390,99999,HUNGARY,47.437,19.256,150.9
FERIHEGY,1986,9.6,-0.7,-0.7,-1.4,10.4,10.4,11.0,1,128390,99999,HUNGARY,47.437,19.256,150.9
FERIHEGY,1987,9.1,-1.2,-1.2,-1.9,10.4,10.4,11.0,1,128390,99999,HUNGARY,47.437,19.256,150.9
FERIHEGY,1988,9.5,-0.8,-0.8,-1.5,10.4,10.4,11.0,1,128390,99999,HUNGARY,47.437,19.256,150.9
FERIHEGY,1989,10.3,-0.0,-0.0,-0.7,10.4,10.4,11.0,1,128390,99999,HUNGARY,47.437,19.256,150.9
FERIHEGY,1990,10.7,0.3,0.3,-0.4,10.4,10.4,11.0,1,128390,99999,HUNGARY,47.437,19.256,150.9
FERIHEGY,1991,9.7,-0.7,-0.7,-1.4,10.4,10.4,11.0,1,128390,99999,HUNGARY,47.437,19.256,150.9
FERIHEGY,1992,11.1,0.7,0.7,0.0,10.4,10.4,11.0,1,128390,99999,HUNGARY,47.437,19.256,150.9
FERIHEGY,1993,9.8,-0.6,-0.6,-1.2,10.4,10.4,11.0,1,128390,99999,HUNGARY,47.437,19.256,150.9
FERIHEGY,1994,11.3,0.9,0.9,0.2,10.4,10.4,11.0,1,128390,99999,HUNGARY,47.437,19.256,150.9
FERIHEGY,1995,9.9,-0.4,-0.4,-1.1,10.4,10.4,11.0,1,128390,99999,HUNGARY,47.437,19.256,150.9
FERIHEGY,1996,8.9,-1.4,-1.4,-2.1,10.4,10.4,11.0,1,128390,99999,HUNGARY,47.437,19.256,150.9
FERIHEGY,1997,9.8,-0.5,-0.5,-1.2,10.4,10.4,11.0,1,128390,99999,HUNGARY,47.437,19.256,150.9
FERIHEGY,1998,10.3,-0.1,-0.0,-0.7,10.4,10.4,11.0,1,128390,99999,HUNGARY,47.437,19.256,150.9
FERIHEGY,1999,10.0,-0.4,-0.4,-1.1,10.4,10.4,11.0,1,128390,99999,HUNGARY,47.437,19.256,150.9
FERIHEGY,2000,11.5,1.1,1.1,0.5,10.4,10.4,11.0,1,128390,99999,HUNGARY,47.437,19.256,150.9
FERIHEGY,2001,10.6,0.3,0.3,-0.4,10.4,10.4,11.0,1,128390,99999,HUNGARY,47.437,19.256,150.9
FERIHEGY,2002,11.5,1.1,1.1,0.4,10.4,10.4,11.0,1,128390,99999,HUNGARY,47.437,19.256,150.9
FERIHEGY,2003,10.6,0.2,0.2,-0.5,10.4,10.4,11.0,1,128390,99999,HUNGARY,47.437,19.256,150.9
FERIHEGY,2004,9.0,-1.3,-1.3,-2.0,10.4,10.4,11.0,1,128390,99999,HUNGARY,47.437,19.256,150.9
FERIHEGY,2005,8.7,-1.7,-1.7,-2.3,10.4,10.4,11.0,1,128390,99999,HUNGARY,47.437,19.256,150.9
FERIHEGY,2006,9.7,-0.7,-0.7,-1.4,10.4,10.4,11.0,1,128390,99999,HUNGARY,47.437,19.256,150.9
FERIHEGY,2007,11.5,1.1,1.2,0.5,10.4,10.4,11.0,1,128390,99999,HUNGARY,47.437,19.256,150.9
FERIHEGY,2008,11.1,0.7,0.7,0.1,10.4,10.4,11.0,1,128390,99999,HUNGARY,47.437,19.256,150.9
FERIHEGY,2009,11.0,0.7,0.7,0.0,10.4,10.4,11.0,1,128390,99999,HUNGARY,47.437,19.256,150.9
FERIHEGY,2010,9.7,-0.6,-0.6,-1.3,10.4,10.4,11.0,1,128390,99999,HUNGARY,47.437,19.256,150.9
FERIHEGY,2011,10.5,0.1,0.1,-0.6,10.4,10.4,11.0,1,128390,99999,HUNGARY,47.437,19.256,150.9
FERIHEGY,2012,11.1,0.7,0.7,0.1,10.4,10.4,11.0,1,128390,99999,HUNGARY,47.437,19.256,150.9
FERIHEGY,2013,11.0,0.6,0.6,-0.1,10.4,10.4,11.0,1,128390,99999,HUNGARY,47.437,19.256,150.9
FERIHEGY,2014,11.7,1.4,1.4,0.7,10.4,10.4,11.0,1,128390,99999,HUNGARY,47.437,19.256,150.9
FERIHEGY,2015,11.3,0.9,0.9,0.2,10.4,10.4,11.0,1,128390,99999,HUNGARY,47.437,19.256,150.9
FERIHEGY,2016,10.9,0.6,0.6,-0.1,10.4,10.4,11.0,1,128390,99999,HUNGARY,47.437,19.256,150.9
FERIHEGY,2017,10.9,0.5,0.5,-0.1,10.4,10.4,11.0,1,128390,99999,HUNGARY,47.437,19.256,150.9
FERIHEGY,2018,11.9,1.5,1.5,0.9,10.4,10.4,11.0,1,128390,99999,HUNGARY,47.437,19.256,150.9
GYOR,1973,9.8,-0.7,-0.7,-1.2,10.4,10.4,11.0,1,128220,99999,HUNGARY,47.717,17.683,129.0
GYOR,1974,10.5,0.0,0.0,-0.5,10.4,10.4,11.0,1,128220,99999,HUNGARY,47.717,17.683,129.0
GYOR,1975,10.4,-0.1,-0.1,-0.6,10.4,10.4,11.0,1,128220,99999,HUNGARY,47.717,17.683,129.0
GYOR,1976,9.8,-0.7,-0.7,-1.2,10.4,10.4,11.0,1,128220,99999,HUNGARY,47.717,17.683,129.0
GYOR,1977,10.2,-0.2,-0.2,-0.7,10.4,10.4,11.0,1,128220,99999,HUNGARY,47.717,17.683,129.0
GYOR,1978,9.2,-1.2,-1.2,-1.7,10.4,10.4,11.0,1,128220,99999,HUNGARY,47.717,17.683,129.0
GYOR,1979,9.9,-0.5,-0.5,-1.0,10.4,10.4,11.0,1,128220,99999,HUNGARY,47.717,17.683,129.0
GYOR,1980,8.8,-1.6,-1.6,-2.2,10.4,10.4,11.0,1,128220,99999,HUNGARY,47.717,17.683,129.0
GYOR,1981,10.3,-0.1,-0.1,-0.7,10.4,10.4,11.0,1,128220,99999,HUNGARY,47.717,17.683,129.0
GYOR,1982,10.2,-0.3,-0.2,-0.8,10.4,10.4,11.0,1,128220,99999,HUNGARY,47.717,17.683,129.0
GYOR,1983,10.7,0.3,0.3,-0.3,10.4,10.4,11.0,1,128220,99999,HUNGARY,47.717,17.683,129.0
GYOR,1984,9.7,-0.8,-0.8,-1.3,10.4,10.4,11.0,1,128220,99999,HUNGARY,47.717,17.683,129.0
GYOR,1985,9.0,-1.4,-1.4,-1.9,10.4,10.4,11.0,1,128220,99999,HUNGARY,47.717,17.683,129.0
GYOR,1986,9.6,-0.9,-0.9,-1.4,10.4,10.4,11.0,1,128220,99999,HUNGARY,47.717,17.683,129.0
GYOR,1987,9.3,-1.1,-1.1,-1.6,10.4,10.4,11.0,1,128220,99999,HUNGARY,47.717,17.683,129.0
GYOR,1988,10.3,-0.2,-0.2,-0.7,10.4,10.4,11.0,1,128220,99999,HUNGARY,47.717,17.683,129.0
GYOR,1989,10.7,0.2,0.2,-0.3,10.4,10.4,11.0,1,128220,99999,HUNGARY,47.717,17.683,129.0
GYOR,1990,10.8,0.3,0.4,-0.2,10.4,10.4,11.0,1,128220,99999,HUNGARY,47.717,17.683,129.0
GYOR,1991,9.7,-0.7,-0.7,-1.3,10.4,10.4,11.0,1,128220,99999,HUNGARY,47.717,17.683,129.0
GYOR,1992,11.1,0.7,0.7,0.2,10.4,10.4,11.0,1,128220,99999,HUNGARY,47.717,17.683,129.0
GYOR,1993,10.1,-0.3,-0.3,-0.8,10.4,10.4,11.0,1,128220,99999,HUNGARY,47.717,17.683,129.0
GYOR,1994,11.5,1.1,1.1,0.5,10.4,10.4,11.0,1,128220,99999,HUNGARY,47.717,17.683,129.0
GYOR,1996,9.1,-1.4,-1.4,-1.9,10.4,10.4,11.0,1,128220,99999,HUNGARY,47.717,17.683,129.0
GYOR,1997,9.8,-0.7,-0.6,-1.2,10.4,10.4,11.0,1,128220,99999,HUNGARY,47.717,17.683,129.0
GYOR,1998,10.7,0.2,0.3,-0.3,10.4,10.4,11.0,1,128220,99999,HUNGARY,47.717,17.683,129.0
GYOR,1999,10.6,0.1,0.2,-0.4,10.4,10.4,11.0,1,128220,99999,HUNGARY,47.717,17.683,129.0
GYOR,2000,11.7,1.2,1.2,0.7,10.4,10.4,11.0,1,128220,99999,HUNGARY,47.717,17.683,129.0
GYOR,2001,10.5,0.1,0.1,-0.4,10.4,10.4,11.0,1,128220,99999,HUNGARY,47.717,17.683,129.0
GYOR,2002,11.5,1.1,1.1,0.6,10.4,10.4,11.0,1,128220,99999,HUNGARY,47.717,17.683,129.0
GYOR,2003,10.8,0.3,0.4,-0.2,10.4,10.4,11.0,1,128220,99999,HUNGARY,47.717,17.683,129.0
GYOR,2004,10.4,-0.0,0.0,-0.5,10.4,10.4,11.0,1,128220,99999,HUNGARY,47.717,17.683,129.0
GYOR,2005,10.0,-0.5,-0.5,-1.0,10.4,10.4,11.0,1,128220,99999,HUNGARY,47.717,17.683,129.0
GYOR,2006,10.7,0.3,0.3,-0.2,10.4,10.4,11.0,1,128220,99999,HUNGARY,47.717,17.683,129.0
GYOR,2007,11.6,1.2,1.2,0.6,10.4,10.4,11.0,1,128220,99999,HUNGARY,47.717,17.683,129.0
GYOR,2008,11.2,0.7,0.8,0.2,10.4,10.4,11.0,1,128220,99999,HUNGARY,47.717,17.683,129.0
GYOR,2009,10.8,0.4,0.4,-0.2,10.4,10.4,11.0,1,128220,99999,HUNGARY,47.717,17.683,129.0
GYOR,2010,9.9,-0.6,-0.6,-1.1,10.4,10.4,11.0,1,128220,99999,HUNGARY,47.717,17.683,129.0
GYOR,2011,10.5,0.0,0.0,-0.5,10.4,10.4,11.0,1,128220,99999,HUNGARY,47.717,17.683,129.0
GYOR,2012,11.1,0.7,0.7,0.1,10.4,10.4,11.0,1,128220,99999,HUNGARY,47.717,17.683,129.0
GYOR,2013,10.8,0.3,0.3,-0.2,10.4,10.4,11.0,1,128220,99999,HUNGARY,47.717,17.683,129.0
GYOR,2014,11.5,1.1,1.1,0.6,10.4,10.4,11.0,1,128220,99999,HUNGARY,47.717,17.683,129.0
GYOR,2015,11.0,0.6,0.6,0.1,10.4,10.4,11.0,1,128220,99999,HUNGARY,47.717,17.683,129.0
GYOR,2016,10.9,0.5,0.5,-0.1,10.4,10.4,11.0,1,128220,99999,HUNGARY,47.717,17.683,129.0
GYOR,2017,10.9,0.5,0.5,-0.0,10.4,10.4,11.0,1,128220,99999,HUNGARY,47.717,17.683,129.0
GYOR,2018,11.8,1.4,1.4,0.8,10.4,10.4,11.0,1,128220,99999,HUNGARY,47.717,17.683,129.0
GYOR,1995,10.7,-0.1,-0.1,-0.7,10.8,10.8,11.4,1,128220,99999,HUNGARY,47.717,17.683,129.0
JOSVAFO,2002,9.2,-0.1,-0.1,-0.3,9.4,9.3,9.6,1,127660,99999,HUNGARY,48.483000000000004,20.533,305.0
JOSVAFO,2003,8.8,-0.5,-0.5,-0.8,9.4,9.3,9.6,1,127660,99999,HUNGARY,48.483000000000004,20.533,305.0
JOSVAFO,2004,8.4,-1.0,-1.0,-1.2,9.4,9.3,9.6,1,127660,99999,HUNGARY,48.483000000000004,20.533,305.0
JOSVAFO,2005,8.4,-1.0,-1.0,-1.2,9.4,9.3,9.6,1,127660,99999,HUNGARY,48.483000000000004,20.533,305.0
JOSVAFO,2006,8.8,-0.6,-0.6,-0.8,9.4,9.3,9.6,1,127660,99999,HUNGARY,48.483000000000004,20.533,305.0
JOSVAFO,2007,9.9,0.5,0.5,0.3,9.4,9.3,9.6,1,127660,99999,HUNGARY,48.483000000000004,20.533,305.0
JOSVAFO,2008,9.7,0.4,0.4,0.2,9.4,9.3,9.6,1,127660,99999,HUNGARY,48.483000000000004,20.533,305.0
JOSVAFO,2009,9.5,0.2,0.2,-0.1,9.4,9.3,9.6,1,127660,99999,HUNGARY,48.483000000000004,20.533,305.0
JOSVAFO,2010,8.5,-0.8,-0.8,-1.0,9.4,9.3,9.6,1,127660,99999,HUNGARY,48.483000000000004,20.533,305.0
JOSVAFO,2011,9.2,-0.2,-0.2,-0.4,9.4,9.3,9.6,1,127660,99999,HUNGARY,48.483000000000004,20.533,305.0
JOSVAFO,2012,9.5,0.2,0.2,-0.1,9.4,9.3,9.6,1,127660,99999,HUNGARY,48.483000000000004,20.533,305.0
JOSVAFO,2013,9.4,0.0,0.0,-0.2,9.4,9.3,9.6,1,127660,99999,HUNGARY,48.483000000000004,20.533,305.0
JOSVAFO,2014,10.4,1.1,1.1,0.8,9.4,9.3,9.6,1,127660,99999,HUNGARY,48.483000000000004,20.533,305.0
JOSVAFO,2015,9.8,0.4,0.5,0.2,9.4,9.3,9.6,1,127660,99999,HUNGARY,48.483000000000004,20.533,305.0
JOSVAFO,2016,9.4,0.0,0.0,-0.2,9.4,9.3,9.6,1,127660,99999,HUNGARY,48.483000000000004,20.533,305.0
JOSVAFO,2017,9.1,-0.2,-0.2,-0.4,9.4,9.3,9.6,1,127660,99999,HUNGARY,48.483000000000004,20.533,305.0
JOSVAFO,2018,10.5,1.2,1.2,1.0,9.4,9.3,9.6,1,127660,99999,HUNGARY,48.483000000000004,20.533,305.0
KAPOSVAR,1989,10.6,-0.2,-0.3,,10.8,10.9,,1,129300,99999,HUNGARY,46.383,17.833,145.0
KAPOSVAR,1990,10.7,-0.2,-0.3,,10.8,10.9,,1,129300,99999,HUNGARY,46.383,17.833,145.0
KAPOSVAR,1991,9.5,-1.5,-1.5,,11.0,11.1,,1,129300,99999,HUNGARY,46.383,17.833,145.0
KAPOSVAR,1992,11.1,0.3,0.2,,10.8,10.9,,1,129300,99999,HUNGARY,46.383,17.833,145.0
KAPOSVAR,1993,10.0,-0.9,-1.0,,10.8,10.9,,1,129300,99999,HUNGARY,46.383,17.833,145.0
KAPOSVAR,1994,12.4,0.8,0.7,,11.7,11.8,,1,129300,99999,HUNGARY,46.383,17.833,145.0
KAPOSVAR,2007,11.3,0.4,0.3,,10.8,10.9,,1,129300,99999,HUNGARY,46.383,17.833,145.0
KAPOSVAR,2008,11.4,0.6,0.5,,10.8,10.9,,1,129300,99999,HUNGARY,46.383,17.833,145.0
KAPOSVAR,2009,11.1,0.3,0.2,,10.8,10.9,,1,129300,99999,HUNGARY,46.383,17.833,145.0
KAPOSVAR,2010,10.3,-0.6,-0.7,,10.8,10.9,,1,129300,99999,HUNGARY,46.383,17.833,145.0
KAPOSVAR,2011,10.6,-0.3,-0.3,,10.8,10.9,,1,129300,99999,HUNGARY,46.383,17.833,145.0
KAPOSVAR,2012,11.3,0.5,0.4,,10.8,10.9,,1,129300,99999,HUNGARY,46.383,17.833,145.0
KAPOSVAR,2013,11.0,0.2,0.1,,10.8,10.9,,1,129300,99999,HUNGARY,46.383,17.833,145.0
KAPOSVAR,2014,11.8,1.0,0.9,,10.8,10.9,,1,129300,99999,HUNGARY,46.383,17.833,145.0
KAPOSVAR,2015,11.1,0.3,0.2,,10.8,10.9,,1,129300,99999,HUNGARY,46.383,17.833,145.0
KAPOSVAR,2016,11.2,0.3,0.3,,10.8,10.9,,1,129300,99999,HUNGARY,46.383,17.833,145.0
KAPOSVAR,2017,11.5,0.7,0.6,,10.8,10.9,,1,129300,99999,HUNGARY,46.383,17.833,145.0
KAPOSVAR,1995,10.8,-0.8,-0.9,,11.6,11.7,,1,129300,99999,HUNGARY,46.383,17.833,145.0
KECSKEMET,1973,10.2,-0.4,-0.4,-1.2,10.5,10.5,11.2,1,129700,99999,HUNGARY,46.918,19.749000000000002,114.6
KECSKEMET,1974,10.2,0.1,0.1,-0.7,10.1,10.1,10.9,1,129700,99999,HUNGARY,46.918,19.749000000000002,114.6
KECSKEMET,1975,10.2,-0.1,-0.1,-0.8,10.4,10.3,11.1,1,129700,99999,HUNGARY,46.918,19.749000000000002,114.6
KECSKEMET,1976,9.6,-1.0,-1.0,-1.7,10.5,10.5,11.2,1,129700,99999,HUNGARY,46.918,19.749000000000002,114.6
KECSKEMET,1977,10.2,-0.4,-0.4,-1.1,10.5,10.5,11.2,1,129700,99999,HUNGARY,46.918,19.749000000000002,114.6
KECSKEMET,1978,9.2,-1.4,-1.4,-2.1,10.5,10.5,11.2,1,129700,99999,HUNGARY,46.918,19.749000000000002,114.6
KECSKEMET,1979,10.3,-0.2,-0.2,-0.9,10.5,10.5,11.2,1,129700,99999,HUNGARY,46.918,19.749000000000002,114.6
KECSKEMET,1980,8.8,-1.8,-1.7,-2.5,10.5,10.5,11.2,1,129700,99999,HUNGARY,46.918,19.749000000000002,114.6
KECSKEMET,1981,9.9,-0.6,-0.6,-1.3,10.5,10.5,11.2,1,129700,99999,HUNGARY,46.918,19.749000000000002,114.6
KECSKEMET,1982,10.0,-0.6,-0.5,-1.2,10.5,10.5,11.2,1,129700,99999,HUNGARY,46.918,19.749000000000002,114.6
KECSKEMET,1983,10.9,0.3,0.3,-0.4,10.5,10.5,11.2,1,129700,99999,HUNGARY,46.918,19.749000000000002,114.6
KECSKEMET,1984,9.6,-0.9,-0.8,-1.6,10.5,10.5,11.2,1,129700,99999,HUNGARY,46.918,19.749000000000002,114.6
KECSKEMET,1985,9.1,-1.5,-1.5,-2.2,10.5,10.5,11.2,1,129700,99999,HUNGARY,46.918,19.749000000000002,114.6
KECSKEMET,1986,9.8,-0.7,-0.7,-1.4,10.5,10.5,11.2,1,129700,99999,HUNGARY,46.918,19.749000000000002,114.6
KECSKEMET,1987,8.9,-1.2,-1.1,-1.8,10.0,10.0,10.7,1,129700,99999,HUNGARY,46.918,19.749000000000002,114.6
KECSKEMET,1988,10.3,-0.4,-0.3,-1.1,10.7,10.6,11.4,1,129700,99999,HUNGARY,46.918,19.749000000000002,114.6
KECSKEMET,1989,10.6,0.1,0.1,-0.6,10.5,10.5,11.2,1,129700,99999,HUNGARY,46.918,19.749000000000002,114.6
KECSKEMET,1990,10.8,0.2,0.3,-0.5,10.5,10.5,11.2,1,129700,99999,HUNGARY,46.918,19.749000000000002,114.6
KECSKEMET,1991,9.4,-1.2,-1.2,-1.9,10.5,10.5,11.2,1,129700,99999,HUNGARY,46.918,19.749000000000002,114.6
KECSKEMET,1992,11.1,0.6,0.6,-0.1,10.5,10.5,11.2,1,129700,99999,HUNGARY,46.918,19.749000000000002,114.6
KECSKEMET,1993,10.3,-0.3,-0.3,-1.0,10.5,10.5,11.2,1,129700,99999,HUNGARY,46.918,19.749000000000002,114.6
KECSKEMET,1994,11.7,1.1,1.2,0.4,10.5,10.5,11.2,1,129700,99999,HUNGARY,46.918,19.749000000000002,114.6
KECSKEMET,1995,10.3,-0.2,-0.2,-0.9,10.5,10.5,11.2,1,129700,99999,HUNGARY,46.918,19.749000000000002,114.6
KECSKEMET,1996,9.1,-1.4,-1.4,-2.1,10.5,10.5,11.2,1,129700,99999,HUNGARY,46.918,19.749000000000002,114.6
KECSKEMET,1997,9.6,-0.9,-0.9,-1.6,10.5,10.5,11.2,1,129700,99999,HUNGARY,46.918,19.749000000000002,114.6
KECSKEMET,1998,9.7,-0.8,-0.8,-1.5,10.5,10.5,11.2,1,129700,99999,HUNGARY,46.918,19.749000000000002,114.6
KECSKEMET,1999,10.2,-0.4,-0.4,-1.1,10.5,10.5,11.2,1,129700,99999,HUNGARY,46.918,19.749000000000002,114.6
KECSKEMET,2000,11.5,0.9,0.9,0.2,10.5,10.5,11.2,1,129700,99999,HUNGARY,46.918,19.749000000000002,114.6
KECSKEMET,2001,10.4,-0.1,-0.1,-0.8,10.5,10.5,11.2,1,129700,99999,HUNGARY,46.918,19.749000000000002,114.6
KECSKEMET,2002,11.3,0.7,0.8,0.1,10.5,10.5,11.2,1,129700,99999,HUNGARY,46.918,19.749000000000002,114.6
KECSKEMET,2003,10.1,-0.4,-0.4,-1.1,10.5,10.5,11.2,1,129700,99999,HUNGARY,46.918,19.749000000000002,114.6
KECSKEMET,2004,10.5,-0.1,-0.0,-0.7,10.5,10.5,11.2,1,129700,99999,HUNGARY,46.918,19.749000000000002,114.6
KECSKEMET,2005,10.2,-0.3,-0.3,-1.0,10.5,10.5,11.2,1,129700,99999,HUNGARY,46.918,19.749000000000002,114.6
KECSKEMET,2006,10.8,0.3,0.3,-0.4,10.5,10.5,11.2,1,129700,99999,HUNGARY,46.918,19.749000000000002,114.6
