,share,Unnamed: 0,LOC,COUNTRY,LAT,LON,ELEVATION,Dátum,Dátums,Mondás,Jelentés,DS,Dátum:mettől,Dátum:meddig,Kondíció,Érték,Periódus:mettől,Periódus:meddig,Mennyiség,Irány,W
9,24,5,SZOMBATHELY ARPT / VAS,HUNGARY,47.283,16.633,223.1,2019-02-24,február 24.,"Mátyás (ront, ha talál), ha nem talál, csinál!","Ha ezen a dátumon nem fagy, akkor a következő 10 napban az átlagosnál hidegebb idő várható.",feb. 24,2019-02-24,2019-02-24,Temp,>0,2019-02-24,2019-03-06,Temp,-,
9,33,22,SZOLNOK,HUNGARY,47.12300000000001,20.236,98.1,2019-02-24,február 24.,"Mátyás (ront, ha talál), ha nem talál, csinál!","Ha ezen a dátumon nem fagy, akkor a következő 10 napban az átlagosnál hidegebb idő várható.",feb. 24,2019-02-24,2019-02-24,Temp,>0,2019-02-24,2019-03-06,Temp,-,
9,31,28,DEBRECEN,HUNGARY,47.489,21.615,110.0,2019-02-24,február 24.,"Mátyás (ront, ha talál), ha nem talál, csinál!","Ha ezen a dátumon nem fagy, akkor a következő 10 napban az átlagosnál hidegebb idő várható.",feb. 24,2019-02-24,2019-02-24,Temp,>0,2019-02-24,2019-03-06,Temp,-,
9,32,41,PECS SOUTH,HUNGARY,45.99100000000001,18.241,304.8,2019-02-24,február 24.,"Mátyás (ront, ha talál), ha nem talál, csinál!","Ha ezen a dátumon nem fagy, akkor a következő 10 napban az átlagosnál hidegebb idő várható.",feb. 24,2019-02-24,2019-02-24,Temp,>0,2019-02-24,2019-03-06,Temp,-,
9,28,5,SATU MARE,ROMANIA,47.703,22.886,126.2,2019-02-24,február 24.,"Mátyás (ront, ha talál), ha nem talál, csinál!","Ha ezen a dátumon nem fagy, akkor a következő 10 napban az átlagosnál hidegebb idő várható.",feb. 24,2019-02-24,2019-02-24,Temp,>0,2019-02-24,2019-03-06,Temp,-,
9,30,26,ORADEA,ROMANIA,47.025,21.903000000000002,141.7,2019-02-24,február 24.,"Mátyás (ront, ha talál), ha nem talál, csinál!","Ha ezen a dátumon nem fagy, akkor a következő 10 napban az átlagosnál hidegebb idő várható.",feb. 24,2019-02-24,2019-02-24,Temp,>0,2019-02-24,2019-03-06,Temp,-,
9,29,41,CLUJ NAPOCA,ROMANIA,46.785,23.686,315.8,2019-02-24,február 24.,"Mátyás (ront, ha talál), ha nem talál, csinál!","Ha ezen a dátumon nem fagy, akkor a következő 10 napban az átlagosnál hidegebb idő várható.",feb. 24,2019-02-24,2019-02-24,Temp,>0,2019-02-24,2019-03-06,Temp,-,
9,31,10,ARAD,ROMANIA,46.177,21.261999999999997,107.3,2019-02-24,február 24.,"Mátyás (ront, ha talál), ha nem talál, csinál!","Ha ezen a dátumon nem fagy, akkor a következő 10 napban az átlagosnál hidegebb idő várható.",feb. 24,2019-02-24,2019-02-24,Temp,>0,2019-02-24,2019-03-06,Temp,-,
9,22,73,DEVA,ROMANIA,45.867,22.9,231.0,2019-02-24,február 24.,"Mátyás (ront, ha talál), ha nem talál, csinál!","Ha ezen a dátumon nem fagy, akkor a következő 10 napban az átlagosnál hidegebb idő várható.",feb. 24,2019-02-24,2019-02-24,Temp,>0,2019-02-24,2019-03-06,Temp,-,
9,40,79,TRAIAN VUIA,ROMANIA,45.81,21.338,106.1,2019-02-24,február 24.,"Mátyás (ront, ha talál), ha nem talál, csinál!","Ha ezen a dátumon nem fagy, akkor a következő 10 napban az átlagosnál hidegebb idő várható.",feb. 24,2019-02-24,2019-02-24,Temp,>0,2019-02-24,2019-03-06,Temp,-,
9,36,82,SIBIU,ROMANIA,45.786,24.090999999999998,456.0,2019-02-24,február 24.,"Mátyás (ront, ha talál), ha nem talál, csinál!","Ha ezen a dátumon nem fagy, akkor a következő 10 napban az átlagosnál hidegebb idő várható.",feb. 24,2019-02-24,2019-02-24,Temp,>0,2019-02-24,2019-03-06,Temp,-,
10,75,2,MISKOLC,HUNGARY,48.083,20.767,236.0,2019-03-10,március 10.,"Ha Ildikó napján fagy, negyven napig lehet fagy.","Ha ezen a dátumon fagy, akkor a következő 40 napban az átlagosnál hidegebb idő várható.",márc. 10,2019-03-10,2019-03-10,Temp,<0,2019-03-10,2019-04-19,Temp,-,
10,78,5,SZOMBATHELY ARPT / VAS,HUNGARY,47.283,16.633,223.1,2019-03-10,március 10.,"Ha Ildikó napján fagy, negyven napig lehet fagy.","Ha ezen a dátumon fagy, akkor a következő 40 napban az átlagosnál hidegebb idő várható.",márc. 10,2019-03-10,2019-03-10,Temp,<0,2019-03-10,2019-04-19,Temp,-,
10,80,22,SZOLNOK,HUNGARY,47.12300000000001,20.236,98.1,2019-03-10,március 10.,"Ha Ildikó napján fagy, negyven napig lehet fagy.","Ha ezen a dátumon fagy, akkor a következő 40 napban az átlagosnál hidegebb idő várható.",márc. 10,2019-03-10,2019-03-10,Temp,<0,2019-03-10,2019-04-19,Temp,-,
10,67,28,DEBRECEN,HUNGARY,47.489,21.615,110.0,2019-03-10,március 10.,"Ha Ildikó napján fagy, negyven napig lehet fagy.","Ha ezen a dátumon fagy, akkor a következő 40 napban az átlagosnál hidegebb idő várható.",márc. 10,2019-03-10,2019-03-10,Temp,<0,2019-03-10,2019-04-19,Temp,-,
10,67,41,PECS SOUTH,HUNGARY,45.99100000000001,18.241,304.8,2019-03-10,március 10.,"Ha Ildikó napján fagy, negyven napig lehet fagy.","Ha ezen a dátumon fagy, akkor a következő 40 napban az átlagosnál hidegebb idő várható.",márc. 10,2019-03-10,2019-03-10,Temp,<0,2019-03-10,2019-04-19,Temp,-,
10,89,5,SATU MARE,ROMANIA,47.703,22.886,126.2,2019-03-10,március 10.,"Ha Ildikó napján fagy, negyven napig lehet fagy.","Ha ezen a dátumon fagy, akkor a következő 40 napban az átlagosnál hidegebb idő várható.",márc. 10,2019-03-10,2019-03-10,Temp,<0,2019-03-10,2019-04-19,Temp,-,
10,86,26,ORADEA,ROMANIA,47.025,21.903000000000002,141.7,2019-03-10,március 10.,"Ha Ildikó napján fagy, negyven napig lehet fagy.","Ha ezen a dátumon fagy, akkor a következő 40 napban az átlagosnál hidegebb idő várható.",márc. 10,2019-03-10,2019-03-10,Temp,<0,2019-03-10,2019-04-19,Temp,-,
10,74,41,CLUJ NAPOCA,ROMANIA,46.785,23.686,315.8,2019-03-10,március 10.,"Ha Ildikó napján fagy, negyven napig lehet fagy.","Ha ezen a dátumon fagy, akkor a következő 40 napban az átlagosnál hidegebb idő várható.",márc. 10,2019-03-10,2019-03-10,Temp,<0,2019-03-10,2019-04-19,Temp,-,
10,89,10,ARAD,ROMANIA,46.177,21.261999999999997,107.3,2019-03-10,március 10.,"Ha Ildikó napján fagy, negyven napig lehet fagy.","Ha ezen a dátumon fagy, akkor a következő 40 napban az átlagosnál hidegebb idő várható.",márc. 10,2019-03-10,2019-03-10,Temp,<0,2019-03-10,2019-04-19,Temp,-,
10,100,73,DEVA,ROMANIA,45.867,22.9,231.0,2019-03-10,március 10.,"Ha Ildikó napján fagy, negyven napig lehet fagy.","Ha ezen a dátumon fagy, akkor a következő 40 napban az átlagosnál hidegebb idő várható.",márc. 10,2019-03-10,2019-03-10,Temp,<0,2019-03-10,2019-04-19,Temp,-,
10,100,79,TRAIAN VUIA,ROMANIA,45.81,21.338,106.1,2019-03-10,március 10.,"Ha Ildikó napján fagy, negyven napig lehet fagy.","Ha ezen a dátumon fagy, akkor a következő 40 napban az átlagosnál hidegebb idő várható.",márc. 10,2019-03-10,2019-03-10,Temp,<0,2019-03-10,2019-04-19,Temp,-,
10,78,82,SIBIU,ROMANIA,45.786,24.090999999999998,456.0,2019-03-10,március 10.,"Ha Ildikó napján fagy, negyven napig lehet fagy.","Ha ezen a dátumon fagy, akkor a következő 40 napban az átlagosnál hidegebb idő várható.",márc. 10,2019-03-10,2019-03-10,Temp,<0,2019-03-10,2019-04-19,Temp,-,
11,40,2,MISKOLC,HUNGARY,48.083,20.767,236.0,2019-03-12,március 12.,"Ha Gergely napján esik, még áprilisban is havazik. ","Ha ezen a dátumon esik, a következő hónapban az átlagosnál hidegebb idő várható.",márc. 12,2019-03-12,2019-03-12,Rain,+,2019-03-12,2019-04-12,Temp,-,
11,60,5,SZOMBATHELY ARPT / VAS,HUNGARY,47.283,16.633,223.1,2019-03-12,március 12.,"Ha Gergely napján esik, még áprilisban is havazik. ","Ha ezen a dátumon esik, a következő hónapban az átlagosnál hidegebb idő várható.",márc. 12,2019-03-12,2019-03-12,Rain,+,2019-03-12,2019-04-12,Temp,-,
11,50,22,SZOLNOK,HUNGARY,47.12300000000001,20.236,98.1,2019-03-12,március 12.,"Ha Gergely napján esik, még áprilisban is havazik. ","Ha ezen a dátumon esik, a következő hónapban az átlagosnál hidegebb idő várható.",márc. 12,2019-03-12,2019-03-12,Rain,+,2019-03-12,2019-04-12,Temp,-,
11,40,28,DEBRECEN,HUNGARY,47.489,21.615,110.0,2019-03-12,március 12.,"Ha Gergely napján esik, még áprilisban is havazik. ","Ha ezen a dátumon esik, a következő hónapban az átlagosnál hidegebb idő várható.",márc. 12,2019-03-12,2019-03-12,Rain,+,2019-03-12,2019-04-12,Temp,-,
11,75,41,PECS SOUTH,HUNGARY,45.99100000000001,18.241,304.8,2019-03-12,március 12.,"Ha Gergely napján esik, még áprilisban is havazik. ","Ha ezen a dátumon esik, a következő hónapban az átlagosnál hidegebb idő várható.",márc. 12,2019-03-12,2019-03-12,Rain,+,2019-03-12,2019-04-12,Temp,-,
11,44,5,SATU MARE,ROMANIA,47.703,22.886,126.2,2019-03-12,március 12.,"Ha Gergely napján esik, még áprilisban is havazik. ","Ha ezen a dátumon esik, a következő hónapban az átlagosnál hidegebb idő várható.",márc. 12,2019-03-12,2019-03-12,Rain,+,2019-03-12,2019-04-12,Temp,-,
11,73,26,ORADEA,ROMANIA,47.025,21.903000000000002,141.7,2019-03-12,március 12.,"Ha Gergely napján esik, még áprilisban is havazik. ","Ha ezen a dátumon esik, a következő hónapban az átlagosnál hidegebb idő várható.",márc. 12,2019-03-12,2019-03-12,Rain,+,2019-03-12,2019-04-12,Temp,-,
11,45,41,CLUJ NAPOCA,ROMANIA,46.785,23.686,315.8,2019-03-12,március 12.,"Ha Gergely napján esik, még áprilisban is havazik. ","Ha ezen a dátumon esik, a következő hónapban az átlagosnál hidegebb idő várható.",márc. 12,2019-03-12,2019-03-12,Rain,+,2019-03-12,2019-04-12,Temp,-,
11,55,10,ARAD,ROMANIA,46.177,21.261999999999997,107.3,2019-03-12,március 12.,"Ha Gergely napján esik, még áprilisban is havazik. ","Ha ezen a dátumon esik, a következő hónapban az átlagosnál hidegebb idő várható.",márc. 12,2019-03-12,2019-03-12,Rain,+,2019-03-12,2019-04-12,Temp,-,
11,34,73,DEVA,ROMANIA,45.867,22.9,231.0,2019-03-12,március 12.,"Ha Gergely napján esik, még áprilisban is havazik. ","Ha ezen a dátumon esik, a következő hónapban az átlagosnál hidegebb idő várható.",márc. 12,2019-03-12,2019-03-12,Rain,+,2019-03-12,2019-04-12,Temp,-,
11,37,79,TRAIAN VUIA,ROMANIA,45.81,21.338,106.1,2019-03-12,március 12.,"Ha Gergely napján esik, még áprilisban is havazik. ","Ha ezen a dátumon esik, a következő hónapban az átlagosnál hidegebb idő várható.",márc. 12,2019-03-12,2019-03-12,Rain,+,2019-03-12,2019-04-12,Temp,-,
11,60,82,SIBIU,ROMANIA,45.786,24.090999999999998,456.0,2019-03-12,március 12.,"Ha Gergely napján esik, még áprilisban is havazik. ","Ha ezen a dátumon esik, a következő hónapban az átlagosnál hidegebb idő várható.",márc. 12,2019-03-12,2019-03-12,Rain,+,2019-03-12,2019-04-12,Temp,-,
12,76,2,MISKOLC,HUNGARY,48.083,20.767,236.0,2019-03-12,március 12.,Gergely napi szél Szent György napig él. ,"Ha ezen a dátumon szeles, a következő 43 napban az átlagosnál szelesebb idő várható.",márc. 12,2019-03-12,2019-03-12,Wind,+,2019-03-12,2019-03-24,Wind,+,
12,68,5,SZOMBATHELY ARPT / VAS,HUNGARY,47.283,16.633,223.1,2019-03-12,március 12.,Gergely napi szél Szent György napig él. ,"Ha ezen a dátumon szeles, a következő 43 napban az átlagosnál szelesebb idő várható.",márc. 12,2019-03-12,2019-03-12,Wind,+,2019-03-12,2019-03-24,Wind,+,
12,79,22,SZOLNOK,HUNGARY,47.12300000000001,20.236,98.1,2019-03-12,március 12.,Gergely napi szél Szent György napig él. ,"Ha ezen a dátumon szeles, a következő 43 napban az átlagosnál szelesebb idő várható.",márc. 12,2019-03-12,2019-03-12,Wind,+,2019-03-12,2019-03-24,Wind,+,
12,75,28,DEBRECEN,HUNGARY,47.489,21.615,110.0,2019-03-12,március 12.,Gergely napi szél Szent György napig él. ,"Ha ezen a dátumon szeles, a következő 43 napban az átlagosnál szelesebb idő várható.",márc. 12,2019-03-12,2019-03-12,Wind,+,2019-03-12,2019-03-24,Wind,+,
12,50,41,PECS SOUTH,HUNGARY,45.99100000000001,18.241,304.8,2019-03-12,március 12.,Gergely napi szél Szent György napig él. ,"Ha ezen a dátumon szeles, a következő 43 napban az átlagosnál szelesebb idő várható.",márc. 12,2019-03-12,2019-03-12,Wind,+,2019-03-12,2019-03-24,Wind,+,
12,89,5,SATU MARE,ROMANIA,47.703,22.886,126.2,2019-03-12,március 12.,Gergely napi szél Szent György napig él. ,"Ha ezen a dátumon szeles, a következő 43 napban az átlagosnál szelesebb idő várható.",márc. 12,2019-03-12,2019-03-12,Wind,+,2019-03-12,2019-03-24,Wind,+,
12,77,26,ORADEA,ROMANIA,47.025,21.903000000000002,141.7,2019-03-12,március 12.,Gergely napi szél Szent György napig él. ,"Ha ezen a dátumon szeles, a következő 43 napban az átlagosnál szelesebb idő várható.",márc. 12,2019-03-12,2019-03-12,Wind,+,2019-03-12,2019-03-24,Wind,+,
12,66,41,CLUJ NAPOCA,ROMANIA,46.785,23.686,315.8,2019-03-12,március 12.,Gergely napi szél Szent György napig él. ,"Ha ezen a dátumon szeles, a következő 43 napban az átlagosnál szelesebb idő várható.",márc. 12,2019-03-12,2019-03-12,Wind,+,2019-03-12,2019-03-24,Wind,+,
12,76,10,ARAD,ROMANIA,46.177,21.261999999999997,107.3,2019-03-12,március 12.,Gergely napi szél Szent György napig él. ,"Ha ezen a dátumon szeles, a következő 43 napban az átlagosnál szelesebb idő várható.",márc. 12,2019-03-12,2019-03-12,Wind,+,2019-03-12,2019-03-24,Wind,+,
12,75,73,DEVA,ROMANIA,45.867,22.9,231.0,2019-03-12,március 12.,Gergely napi szél Szent György napig él. ,"Ha ezen a dátumon szeles, a következő 43 napban az átlagosnál szelesebb idő várható.",márc. 12,2019-03-12,2019-03-12,Wind,+,2019-03-12,2019-03-24,Wind,+,
12,69,79,TRAIAN VUIA,ROMANIA,45.81,21.338,106.1,2019-03-12,március 12.,Gergely napi szél Szent György napig él. ,"Ha ezen a dátumon szeles, a következő 43 napban az átlagosnál szelesebb idő várható.",márc. 12,2019-03-12,2019-03-12,Wind,+,2019-03-12,2019-03-24,Wind,+,
12,82,82,SIBIU,ROMANIA,45.786,24.090999999999998,456.0,2019-03-12,március 12.,Gergely napi szél Szent György napig él. ,"Ha ezen a dátumon szeles, a következő 43 napban az átlagosnál szelesebb idő várható.",márc. 12,2019-03-12,2019-03-12,Wind,+,2019-03-12,2019-03-24,Wind,+,
14,65,2,MISKOLC,HUNGARY,48.083,20.767,236.0,2019-03-18,március 18.,"Sándor, József, Benedek zsákban hoznak meleget. ","Ha ezeken a dátumokon az átlagosnál melegebb az idő, az a következő hónapban is kitart.",márc. 18,2019-03-18,2019-03-21,Temp,+,2019-03-21,2019-04-21,Temp,+,
14,58,5,SZOMBATHELY ARPT / VAS,HUNGARY,47.283,16.633,223.1,2019-03-18,március 18.,"Sándor, József, Benedek zsákban hoznak meleget. ","Ha ezeken a dátumokon az átlagosnál melegebb az idő, az a következő hónapban is kitart.",márc. 18,2019-03-18,2019-03-21,Temp,+,2019-03-21,2019-04-21,Temp,+,
14,61,22,SZOLNOK,HUNGARY,47.12300000000001,20.236,98.1,2019-03-18,március 18.,"Sándor, József, Benedek zsákban hoznak meleget. ","Ha ezeken a dátumokon az átlagosnál melegebb az idő, az a következő hónapban is kitart.",márc. 18,2019-03-18,2019-03-21,Temp,+,2019-03-21,2019-04-21,Temp,+,
14,61,28,DEBRECEN,HUNGARY,47.489,21.615,110.0,2019-03-18,március 18.,"Sándor, József, Benedek zsákban hoznak meleget. ","Ha ezeken a dátumokon az átlagosnál melegebb az idő, az a következő hónapban is kitart.",márc. 18,2019-03-18,2019-03-21,Temp,+,2019-03-21,2019-04-21,Temp,+,
14,58,41,PECS SOUTH,HUNGARY,45.99100000000001,18.241,304.8,2019-03-18,március 18.,"Sándor, József, Benedek zsákban hoznak meleget. ","Ha ezeken a dátumokon az átlagosnál melegebb az idő, az a következő hónapban is kitart.",márc. 18,2019-03-18,2019-03-21,Temp,+,2019-03-21,2019-04-21,Temp,+,
14,71,5,SATU MARE,ROMANIA,47.703,22.886,126.2,2019-03-18,március 18.,"Sándor, József, Benedek zsákban hoznak meleget. ","Ha ezeken a dátumokon az átlagosnál melegebb az idő, az a következő hónapban is kitart.",márc. 18,2019-03-18,2019-03-21,Temp,+,2019-03-21,2019-04-21,Temp,+,
14,71,26,ORADEA,ROMANIA,47.025,21.903000000000002,141.7,2019-03-18,március 18.,"Sándor, József, Benedek zsákban hoznak meleget. ","Ha ezeken a dátumokon az átlagosnál melegebb az idő, az a következő hónapban is kitart.",márc. 18,2019-03-18,2019-03-21,Temp,+,2019-03-21,2019-04-21,Temp,+,
14,66,41,CLUJ NAPOCA,ROMANIA,46.785,23.686,315.8,2019-03-18,március 18.,"Sándor, József, Benedek zsákban hoznak meleget. ","Ha ezeken a dátumokon az átlagosnál melegebb az idő, az a következő hónapban is kitart.",márc. 18,2019-03-18,2019-03-21,Temp,+,2019-03-21,2019-04-21,Temp,+,
14,60,10,ARAD,ROMANIA,46.177,21.261999999999997,107.3,2019-03-18,március 18.,"Sándor, József, Benedek zsákban hoznak meleget. ","Ha ezeken a dátumokon az átlagosnál melegebb az idő, az a következő hónapban is kitart.",márc. 18,2019-03-18,2019-03-21,Temp,+,2019-03-21,2019-04-21,Temp,+,
14,59,73,DEVA,ROMANIA,45.867,22.9,231.0,2019-03-18,március 18.,"Sándor, József, Benedek zsákban hoznak meleget. ","Ha ezeken a dátumokon az átlagosnál melegebb az idő, az a következő hónapban is kitart.",márc. 18,2019-03-18,2019-03-21,Temp,+,2019-03-21,2019-04-21,Temp,+,
14,62,79,TRAIAN VUIA,ROMANIA,45.81,21.338,106.1,2019-03-18,március 18.,"Sándor, József, Benedek zsákban hoznak meleget. ","Ha ezeken a dátumokon az átlagosnál melegebb az idő, az a következő hónapban is kitart.",márc. 18,2019-03-18,2019-03-21,Temp,+,2019-03-21,2019-04-21,Temp,+,
14,52,82,SIBIU,ROMANIA,45.786,24.090999999999998,456.0,2019-03-18,március 18.,"Sándor, József, Benedek zsákban hoznak meleget. ","Ha ezeken a dátumokon az átlagosnál melegebb az idő, az a következő hónapban is kitart.",márc. 18,2019-03-18,2019-03-21,Temp,+,2019-03-21,2019-04-21,Temp,+,
15,96,2,MISKOLC,HUNGARY,48.083,20.767,236.0,2019-03-24,március 24.,Szent György napja õsi tavaszkezdõ nap. ,"Ezt a dátumot követő két hétben átlagosan melegebb az idő, mint az azt megelőzőben.",márc. 24,2019-04-10,2019-04-24,Temp,A,2019-04-24,2019-05-10,Temp,B,
15,92,5,SZOMBATHELY ARPT / VAS,HUNGARY,47.283,16.633,223.1,2019-03-24,március 24.,Szent György napja õsi tavaszkezdõ nap. ,"Ezt a dátumot követő két hétben átlagosan melegebb az idő, mint az azt megelőzőben.",márc. 24,2019-04-10,2019-04-24,Temp,A,2019-04-24,2019-05-10,Temp,B,
15,95,22,SZOLNOK,HUNGARY,47.12300000000001,20.236,98.1,2019-03-24,március 24.,Szent György napja õsi tavaszkezdõ nap. ,"Ezt a dátumot követő két hétben átlagosan melegebb az idő, mint az azt megelőzőben.",márc. 24,2019-04-10,2019-04-24,Temp,A,2019-04-24,2019-05-10,Temp,B,
15,98,28,DEBRECEN,HUNGARY,47.489,21.615,110.0,2019-03-24,március 24.,Szent György napja õsi tavaszkezdõ nap. ,"Ezt a dátumot követő két hétben átlagosan melegebb az idő, mint az azt megelőzőben.",márc. 24,2019-04-10,2019-04-24,Temp,A,2019-04-24,2019-05-10,Temp,B,
15,96,41,PECS SOUTH,HUNGARY,45.99100000000001,18.241,304.8,2019-03-24,március 24.,Szent György napja õsi tavaszkezdõ nap. ,"Ezt a dátumot követő két hétben átlagosan melegebb az idő, mint az azt megelőzőben.",márc. 24,2019-04-10,2019-04-24,Temp,A,2019-04-24,2019-05-10,Temp,B,
15,93,5,SATU MARE,ROMANIA,47.703,22.886,126.2,2019-03-24,március 24.,Szent György napja õsi tavaszkezdõ nap. ,"Ezt a dátumot követő két hétben átlagosan melegebb az idő, mint az azt megelőzőben.",márc. 24,2019-04-10,2019-04-24,Temp,A,2019-04-24,2019-05-10,Temp,B,
15,94,26,ORADEA,ROMANIA,47.025,21.903000000000002,141.7,2019-03-24,március 24.,Szent György napja õsi tavaszkezdõ nap. ,"Ezt a dátumot követő két hétben átlagosan melegebb az idő, mint az azt megelőzőben.",márc. 24,2019-04-10,2019-04-24,Temp,A,2019-04-24,2019-05-10,Temp,B,
15,96,41,CLUJ NAPOCA,ROMANIA,46.785,23.686,315.8,2019-03-24,március 24.,Szent György napja õsi tavaszkezdõ nap. ,"Ezt a dátumot követő két hétben átlagosan melegebb az idő, mint az azt megelőzőben.",márc. 24,2019-04-10,2019-04-24,Temp,A,2019-04-24,2019-05-10,Temp,B,
15,96,10,ARAD,ROMANIA,46.177,21.261999999999997,107.3,2019-03-24,március 24.,Szent György napja õsi tavaszkezdõ nap. ,"Ezt a dátumot követő két hétben átlagosan melegebb az idő, mint az azt megelőzőben.",márc. 24,2019-04-10,2019-04-24,Temp,A,2019-04-24,2019-05-10,Temp,B,
15,95,73,DEVA,ROMANIA,45.867,22.9,231.0,2019-03-24,március 24.,Szent György napja õsi tavaszkezdõ nap. ,"Ezt a dátumot követő két hétben átlagosan melegebb az idő, mint az azt megelőzőben.",márc. 24,2019-04-10,2019-04-24,Temp,A,2019-04-24,2019-05-10,Temp,B,
15,96,79,TRAIAN VUIA,ROMANIA,45.81,21.338,106.1,2019-03-24,március 24.,Szent György napja õsi tavaszkezdõ nap. ,"Ezt a dátumot követő két hétben átlagosan melegebb az idő, mint az azt megelőzőben.",márc. 24,2019-04-10,2019-04-24,Temp,A,2019-04-24,2019-05-10,Temp,B,
15,97,82,SIBIU,ROMANIA,45.786,24.090999999999998,456.0,2019-03-24,március 24.,Szent György napja õsi tavaszkezdõ nap. ,"Ezt a dátumot követő két hétben átlagosan melegebb az idő, mint az azt megelőzőben.",márc. 24,2019-04-10,2019-04-24,Temp,A,2019-04-24,2019-05-10,Temp,B,
16,84,2,MISKOLC,HUNGARY,48.083,20.767,236.0,2019-03-25,március 25.,Gyümölcsoltó Boldogasszony negyven napig tart.,"Amilyen ezen a dátumon az idő, olyan lesz a következő 40 napban.",márc. 25,2019-03-25,2019-03-25,Visib,A,2019-03-25,2019-05-03,Visib,A,
16,66,5,SZOMBATHELY ARPT / VAS,HUNGARY,47.283,16.633,223.1,2019-03-25,március 25.,Gyümölcsoltó Boldogasszony negyven napig tart.,"Amilyen ezen a dátumon az idő, olyan lesz a következő 40 napban.",márc. 25,2019-03-25,2019-03-25,Visib,A,2019-03-25,2019-05-03,Visib,A,
16,70,22,SZOLNOK,HUNGARY,47.12300000000001,20.236,98.1,2019-03-25,március 25.,Gyümölcsoltó Boldogasszony negyven napig tart.,"Amilyen ezen a dátumon az idő, olyan lesz a következő 40 napban.",márc. 25,2019-03-25,2019-03-25,Visib,A,2019-03-25,2019-05-03,Visib,A,
16,85,28,DEBRECEN,HUNGARY,47.489,21.615,110.0,2019-03-25,március 25.,Gyümölcsoltó Boldogasszony negyven napig tart.,"Amilyen ezen a dátumon az idő, olyan lesz a következő 40 napban.",márc. 25,2019-03-25,2019-03-25,Visib,A,2019-03-25,2019-05-03,Visib,A,
16,66,41,PECS SOUTH,HUNGARY,45.99100000000001,18.241,304.8,2019-03-25,március 25.,Gyümölcsoltó Boldogasszony negyven napig tart.,"Amilyen ezen a dátumon az idő, olyan lesz a következő 40 napban.",márc. 25,2019-03-25,2019-03-25,Visib,A,2019-03-25,2019-05-03,Visib,A,
16,69,5,SATU MARE,ROMANIA,47.703,22.886,126.2,2019-03-25,március 25.,Gyümölcsoltó Boldogasszony negyven napig tart.,"Amilyen ezen a dátumon az idő, olyan lesz a következő 40 napban.",márc. 25,2019-03-25,2019-03-25,Visib,A,2019-03-25,2019-05-03,Visib,A,
16,72,26,ORADEA,ROMANIA,47.025,21.903000000000002,141.7,2019-03-25,március 25.,Gyümölcsoltó Boldogasszony negyven napig tart.,"Amilyen ezen a dátumon az idő, olyan lesz a következő 40 napban.",márc. 25,2019-03-25,2019-03-25,Visib,A,2019-03-25,2019-05-03,Visib,A,
16,73,41,CLUJ NAPOCA,ROMANIA,46.785,23.686,315.8,2019-03-25,március 25.,Gyümölcsoltó Boldogasszony negyven napig tart.,"Amilyen ezen a dátumon az idő, olyan lesz a következő 40 napban.",márc. 25,2019-03-25,2019-03-25,Visib,A,2019-03-25,2019-05-03,Visib,A,
16,80,10,ARAD,ROMANIA,46.177,21.261999999999997,107.3,2019-03-25,március 25.,Gyümölcsoltó Boldogasszony negyven napig tart.,"Amilyen ezen a dátumon az idő, olyan lesz a következő 40 napban.",márc. 25,2019-03-25,2019-03-25,Visib,A,2019-03-25,2019-05-03,Visib,A,
16,93,73,DEVA,ROMANIA,45.867,22.9,231.0,2019-03-25,március 25.,Gyümölcsoltó Boldogasszony negyven napig tart.,"Amilyen ezen a dátumon az idő, olyan lesz a következő 40 napban.",márc. 25,2019-03-25,2019-03-25,Visib,A,2019-03-25,2019-05-03,Visib,A,
16,75,79,TRAIAN VUIA,ROMANIA,45.81,21.338,106.1,2019-03-25,március 25.,Gyümölcsoltó Boldogasszony negyven napig tart.,"Amilyen ezen a dátumon az idő, olyan lesz a következő 40 napban.",márc. 25,2019-03-25,2019-03-25,Visib,A,2019-03-25,2019-05-03,Visib,A,
16,66,82,SIBIU,ROMANIA,45.786,24.090999999999998,456.0,2019-03-25,március 25.,Gyümölcsoltó Boldogasszony negyven napig tart.,"Amilyen ezen a dátumon az idő, olyan lesz a következő 40 napban.",márc. 25,2019-03-25,2019-03-25,Visib,A,2019-03-25,2019-05-03,Visib,A,
17,53,2,MISKOLC,HUNGARY,48.083,20.767,236.0,2019-04-01,április 1.,A Szent György havi esõ kergeti a fagyot (és esõs májust jósol)! ,"Ha április első felében az átlagosnál több eső esik, a következő hónapban az átlagosnál melegebb idő várható.",ápr. 1,2019-04-01,2019-04-15,Rain,+,2019-04-15,2019-05-15,Temp,+,
17,61,5,SZOMBATHELY ARPT / VAS,HUNGARY,47.283,16.633,223.1,2019-04-01,április 1.,A Szent György havi esõ kergeti a fagyot (és esõs májust jósol)! ,"Ha április első felében az átlagosnál több eső esik, a következő hónapban az átlagosnál melegebb idő várható.",ápr. 1,2019-04-01,2019-04-15,Rain,+,2019-04-15,2019-05-15,Temp,+,
17,52,22,SZOLNOK,HUNGARY,47.12300000000001,20.236,98.1,2019-04-01,április 1.,A Szent György havi esõ kergeti a fagyot (és esõs májust jósol)! ,"Ha április első felében az átlagosnál több eső esik, a következő hónapban az átlagosnál melegebb idő várható.",ápr. 1,2019-04-01,2019-04-15,Rain,+,2019-04-15,2019-05-15,Temp,+,
