Year;Month;Country;City;ATM; PAX;Capacity
2015;10;Germany;Dortmund;57;9175;10260
2015;10;Germany;Dusseldorf;106;11293;16388
2015;10;Germany;Frankfurt;296;40975;52700
2015;10;Germany;Hahn;26;4204;4680
2015;10;Germany;Hamburg;61;6507;8144
2015;10;Germany;Munich;276;32721;42476
2015;10;Germany;Paderborn;1;161;180
2015;10;Germany;Stuttgart;102;12201;14568
2015;10;Greece;Athens;70;10686;12464
2015;10;Greece;Heraklion;2;216;378
2015;10;Greece;Karpathos;1;190;189
2015;10;Greece;Rhodos;3;375;567
2015;10;Greece;Thessaloniki;20;2804;3432
2015;10;Iceland;Reykjavik;8;1227;1512
2015;10;Ireland;Dublin;102;17030;18738
2015;10;Israel;Tel Aviv;149;23352;27080
2015;10;Italy;Bari;34;4940;6120
2015;10;Italy;Bologna;18;2732;3240
2015;10;Italy;Catania;18;2762;3240
2015;10;Italy;Milan;188;30096;34470
2015;10;Italy;Naples;28;4322;5040
2015;10;Italy;Pisa;18;3093;3402
2015;10;Italy;Rome;231;33757;41005
2015;10;Italy;Treviso;18;2647;3402
2015;10;Jordan;Aqaba;1;186;189
2015;10;Kosovo;Pristina;2;257;420
2015;10;Latvia;Riga;26;1392;1914
2015;10;Malta;Malta;32;4800;5640
2015;10;Netherland;Amsterdam;184;29633;33245
2015;10;Netherland;Eindhoven;118;18774;21240
2015;10;Netherland;Maastricht;18;2538;3240
2015;10;Netherland;Rotterdam;62;8508;10204
2015;10;Norway;Oslo;86;14346;15926
2015;10;Poland;Gdansk;1;3;180
2015;10;Poland;Poznan;1;5;180
2015;10;Poland;Warsaw;258;18070;24968
2015;10;Portugal;Lisbon;90;11304;14444
2015;10;Qatar;Doha;62;6951;8292
2015;10;Romania;Bucharest;122;5054;6482
2015;10;Romania;Tirgu Mures;16;2420;2880
2015;10;Russia;Moscow;192;21595;29474
2015;10;Serbia;Belgrade;66;2322;4800
2015;10;Spain;Alicante;14;2220;2520
2015;10;Spain;Almeria;1;22;50
2015;10;Spain;Barcelona;120;19178;22008
2015;10;Spain;Leon;2;328;348
2015;10;Spain;Madrid;108;17416;19848
2015;10;Spain;Malaga;16;2570;2880
2015;10;Spain;Salamanca;1;156;180
2015;10;Spain;Valladolid;2;358;360
2015;10;Sweden;Gothenburg;26;4038;4680
2015;10;Sweden;Malmo;58;9339;10440
2015;10;Sweden;Stockholm;138;18869;23514
2015;10;Switzerland;Basel;52;8394;8928
2015;10;Switzerland;Geneva;62;9196;10344
2015;10;Switzerland;Zurich;182;16527;18678
2015;10;Tunesia;Monastir;10;854;1890
2015;10;Turkey;Antalya;44;7482;8368
2015;10;Turkey;Istanbul;270;29975;42748
2015;10;Ukraine;Kiev;44;7140;7920
2015;10;United Arab Emirates;Dubai;89;16633;21850
2015;10;United Kingdom;Birmingham;18;2802;3240
2015;10;United Kingdom;Bristol;28;4997;5292
2015;10;United Kingdom;East Midlands;18;2334;2664
2015;10;United Kingdom;Edinburgh;32;4309;4736
2015;10;United Kingdom;Glasgow;18;2650;3240
2015;10;United Kingdom;Leeds;18;2489;2664
2015;10;United Kingdom;London;755;118530;132301
2015;10;United Kingdom;Manchester;72;11957;12702
2015;11;Austria;Vienna;161;9440;13822
2015;11;Belarus;Minsk;28;1200;1696
2015;11;Belgium;Brussels;310;38051;50296
2015;11;Bulgaria;Sofia;2;167;176
2015;11;Canary Islands - Spain;Tenerife;18;2833;3240
2015;11;China;Beijing;26;3896;6162
2015;11;Cyprus;Larnaca;16;2009;2880
2015;11;Czech Republic;Prague;155;6511;14739
2015;11;Denmark;Copenhagen;115;16502;21647
2015;11;Egypt;Cairo;34;1311;2448
2015;11;Egypt;Hurghada;19;2732;3500
2015;11;Egypt;Sharm el Sheikh;2;264;378
2015;11;Finland;Helsinki;119;12732;18368
2015;11;France;Orleans;2;82;140
2015;11;France;Paris;274;37394;44007
2015;11;Georgia;Kutaisi;17;2189;3060
2015;11;Germany;Berlin;139;18183;21998
2015;11;Germany;Cologne;44;4760;6696
2015;11;Germany;Dortmund;44;6580;7920
2015;11;Germany;Dusseldorf;102;8852;15510
2015;11;Germany;Frankfurt;196;25615;35712
2015;11;Germany;Friedrichshafen;1;80;170
2015;11;Germany;Hahn;26;4005;4680
2015;11;Germany;Hamburg;52;5014;7800
2015;11;Germany;Munich;245;25832;35886
2015;11;Germany;Stuttgart;87;11108;12703
2015;11;Greece;Athens;66;9879;11738
2015;11;Greece;Thessaloniki;16;2233;2880
2015;11;Iran;Tehran;1;128;180
2015;11;Ireland;Dublin;114;18317;21006
2015;11;Israel;Eilat;14;1995;2646
2015;11;Israel;Tel Aviv;122;18481;21948
2015;11;Italy;Bari;36;4596;6480
2015;11;Italy;Bologna;18;2714;3240
2015;11;Italy;Catania;18;2579;3240
2015;11;Italy;Milan;156;24650;28620
2015;11;Italy;Naples;24;3183;4320
2015;11;Italy;Pisa;18;3133;3402
2015;11;Italy;Rome;180;26402;32150
2015;11;Kazakhstan;Atyrau;2;179;378
2015;11;Kosovo;Pristina;2;243;420
2015;11;Latvia;Riga;26;1312;1897
2015;11;Malta;Malta;18;2853;3240
2015;11;Netherland;Amsterdam;180;28398;32235
2015;11;Netherland;Eindhoven;96;14475;17280
2015;11;Netherland;Maastricht;16;1868;2880
2015;11;Netherland;Rotterdam;32;3804;4866
2015;11;Norway;Oslo;82;12082;15498
2015;11;Poland;Warsaw;238;15559;22668
2015;11;Portugal;Lisbon;58;6618;8700
2015;11;Qatar;Doha;60;6568;8028
2015;11;Romania;Bucharest;118;5107;7064
2015;11;Romania;Tirgu Mures;16;2191;2880
2015;11;Russia;Moscow;180;20003;27924
2015;11;Serbia;Belgrade;18;656;1156
2015;11;Slovenia;Ljubljana;1;92;174
2015;11;Spain;Alicante;8;964;1440
2015;11;Spain;Barcelona;80;13417;14796
2015;11;Spain;Madrid;78;12640;14418
2015;11;Spain;Malaga;18;2531;3240
2015;11;Sweden;Gothenburg;24;2995;4320
2015;11;Sweden;Malmo;44;6107;7920
2015;11;Sweden;Stockholm;88;11282;15307
2015;11;Switzerland;Basel;44;7095;7536
2015;11;Switzerland;Geneva;60;8792;9504
2015;11;Switzerland;Zurich;162;14250;16732
2015;11;Turkey;Antalya;10;1784;1965
2015;11;Turkey;Istanbul;248;27661;38636
2015;11;Uganda;Entebbe;2;131;350
2015;11;Ukraine;Kiev;44;7052;7920
2015;11;United Arab Emirates;Abu Dhabi;2;115;290
2015;11;United Arab Emirates;Dubai;85;13770;20278
2015;11;United Kingdom;Birmingham;15;2194;2700
2015;11;United Kingdom;Bristol;24;4221;4536
2015;11;United Kingdom;East Midlands;18;2172;2664
2015;11;United Kingdom;Edinburgh;18;2531;2664
2015;11;United Kingdom;Glasgow;18;2510;3240
2015;11;United Kingdom;Leeds;18;2556;2828
2015;11;United Kingdom;London;680;106892;123254
2015;11;United Kingdom;Manchester;70;11199;11934
2015;12;Austria;Vienna;150;6197;12308
2015;12;Belarus;Minsk;26;1003;1732
2015;12;Belgium;Brussels;307;35831;50871
2015;12;Bulgaria;Sofia;2;131;328
2015;12;Canary Islands - Spain;Tenerife;14;2279;2520
2015;12;China;Beijing;26;3833;6162
2015;12;Cyprus;Larnaca;18;2738;3240
2015;12;Czech Republic;Prague;108;3931;8508
2015;12;Denmark;Copenhagen;98;14423;18522
2015;12;Egypt;Cairo;34;1260;2456
2015;12;Egypt;Hurghada;8;1008;1464
2015;12;Finland;Helsinki;112;12544;16936
2015;12;France;Paris;284;38717;45285
2015;12;Georgia;Kutaisi;15;2127;2700
2015;12;Germany;Berlin;138;16167;21510
2015;12;Germany;Cologne;46;4993;7020
2015;12;Germany;Dortmund;48;7476;8640
2015;12;Germany;Dusseldorf;102;9037;15728
2015;12;Germany;Frankfurt;217;25665;38456
2015;12;Germany;Hahn;24;3819;4320
2015;12;Germany;Hamburg;50;5226;7424
2015;12;Germany;Munich;225;21852;34880
2015;12;Germany;Stuttgart;88;10041;13084
2015;12;Greece;Athens;68;9619;12328
2015;12;Greece;Thessaloniki;26;3369;4148
2015;12;Iran;Tehran;1;135;180
2015;12;Ireland;Dublin;113;17813;20803
2015;12;Israel;Eilat;18;2690;3402
2015;12;Israel;Tel Aviv;152;25445;28059
2015;12;Italy;Bari;32;4722;5760
2015;12;Italy;Bologna;18;2674;3240
2015;12;Italy;Catania;16;2487;3043
2015;12;Italy;Milan;168;25639;30827
2015;12;Italy;Naples;28;4224;5040
2015;12;Italy;Pisa;17;2720;3213
2015;12;Italy;Rome;184;26222;32299
2015;12;Italy;Verona;2;218;238
2015;12;Kazakhstan;Atyrau;1;110;186
2015;12;Kosovo;Pristina;1;148;210
2015;12;Latvia;Riga;26;1295;1907
2015;12;Malta;Malta;21;3606;4168
2015;12;Netherland;Amsterdam;182;26833;31988
2015;12;Netherland;Eindhoven;102;16504;19460
2015;12;Netherland;Maastricht;6;505;1080
2015;12;Netherland;Rotterdam;32;3818;4768
2015;12;Norway;Oslo;72;10987;13608
2015;12;Poland;Katowice;2;174;360
2015;12;Poland;Krakow;1;49;96
2015;12;Poland;Warsaw;228;13162;21144
2015;12;Portugal;Lisbon;56;6026;8676
2015;12;Qatar;Doha;62;6265;8540
2015;12;Romania;Bucharest;91;3579;5260
2015;12;Romania;Cluj;2;316;360
2015;12;Romania;Tirgu Mures;23;3241;4140
2015;12;Russia;Moscow;181;19547;28012
2015;12;Serbia;Belgrade;17;546;1108
2015;12;Slovakia;Bratislava;1;178;189
2015;12;Spain;Alicante;8;1128;1440
2015;12;Spain;Barcelona;90;14598;16644
2015;12;Spain;Madrid;86;14144;15966
2015;12;Spain;Malaga;18;2765;3240
2015;12;Spain;Sevilla;3;420;489
2015;12;Sweden;Gothenburg;28;3779;5040
2015;12;Sweden;Malmo;50;7056;9000
2015;12;Sweden;Stockholm;86;10887;14522
2015;12;Switzerland;Basel;40;6321;6960
2015;12;Switzerland;Geneva;60;8726;9888
2015;12;Switzerland;Zurich;166;13503;17144
2015;12;Turkey;Antalya;1;188;219
2015;12;Turkey;Istanbul;247;25581;38791
2015;12;Ukraine;Kiev;42;6634;7560
2015;12;United Arab Emirates;Dubai;86;16365;26508
2015;12;United Kingdom;Birmingham;18;2518;3240
2015;12;United Kingdom;Bristol;32;5541;6048
2015;12;United Kingdom;East Midlands;18;2412;2664
2015;12;United Kingdom;Edinburgh;18;2488;2664
2015;12;United Kingdom;Glasgow;14;2041;2520
2015;12;United Kingdom;Leeds;18;2715;2992
2015;12;United Kingdom;London;681;107736;128753
2015;12;United Kingdom;Manchester;70;11867;12820
2016;1;Austria;Vienna;149;5631;11860
2016;1;Belarus;Minsk;26;1120;1776
2016;1;Belgium;Brussels;276;32936;46696
2016;1;Canary Islands - Spain;Tenerife;18;2974;3240
2016;1;China;Beijing;26;4839;6162
2016;1;Cyprus;Larnaca;20;3020;3600
2016;1;Czech Republic;Prague;100;4073;8394
2016;1;Denmark;Copenhagen;102;13842;19278
2016;1;Egypt;Cairo;34;1366;2448
2016;1;Egypt;Hurghada;2;201;360
2016;1;Estonia;Tallin;1;22;36
2016;1;Finland;Helsinki;112;10859;15968
2016;1;France;Ajaccio;1;178;178
2016;1;France;Bastia;2;347;356
2016;1;France;Mulhouse;1;119;180
2016;1;France;Paris;248;32303;39576
2016;1;Georgia;Kutaisi;16;2375;2880
2016;1;Georgia;Tbilisi;2;291;360
2016;1;Germany;Berlin;116;12840;17880
2016;1;Germany;Cologne;42;3539;6432
2016;1;Germany;Dortmund;48;7272;8640
2016;1;Germany;Dusseldorf;104;7113;15612
2016;1;Germany;Frankfurt;247;26030;45978
2016;1;Germany;Hahn;22;3193;3960
2016;1;Germany;Hamburg;46;3636;6984
2016;1;Germany;Memmingen;1;124;180
2016;1;Germany;Munich;227;19356;35468
2016;1;Germany;Stuttgart;89;8506;12901
2016;1;Greece;Athens;62;8570;11231
2016;1;Greece;Thessaloniki;20;2712;3432
2016;1;Ireland;Dublin;120;18181;22110
2016;1;Israel;Ovda;18;2355;3402
2016;1;Israel;Tel Aviv;123;19213;22119
2016;1;Italy;Bari;30;4247;5400
2016;1;Italy;Bologna;18;2517;3240
2016;1;Italy;Catania;20;3330;4476
2016;1;Italy;Milan;170;24688;31170
2016;1;Italy;Naples;20;3086;3600
2016;1;Italy;Pisa;20;3131;3780
2016;1;Italy;Rome;190;25523;33544
2016;1;Italy;Verona;2;325;330
2016;1;Kazakhstan;Atyrau;2;173;290
2016;1;Kosovo;Pristina;2;237;420
2016;1;Latvia;Riga;22;960;1611
2016;1;Malta;Malta;21;3901;4641
2016;1;Netherland;Amsterdam;177;23674;29204
2016;1;Netherland;Eindhoven;102;17192;21360
2016;1;Netherland;Rotterdam;8;911;1204
2016;1;Norway;Oslo;62;9300;11718
2016;1;Poland;Warsaw;234;13473;21860
2016;1;Portugal;Lisbon;55;5340;8136
2016;1;Portugal;Porto;1;256;280
2016;1;Qatar;Doha;62;6740;8388
2016;1;Romania;Bucharest;87;3148;5266
2016;1;Romania;Timisoara;1;24;68
2016;1;Romania;Tirgu Mures;20;2834;3600
2016;1;Russia;Moscow;167;18649;25650
2016;1;Russia;St.Petersburg;8;774;1488
2016;1;Serbia;Belgrade;16;435;992
2016;1;Spain;Alicante;10;1508;1800
2016;1;Spain;Barcelona;90;14405;16682
2016;1;Spain;Madrid;89;14522;16516
2016;1;Spain;Malaga;15;2381;2700
2016;1;Sweden;Gothenburg;20;2749;3600
2016;1;Sweden;Malmo;43;5705;7740
2016;1;Sweden;Stockholm;79;10046;13768
2016;1;Switzerland;Basel;38;6012;6552
2016;1;Switzerland;Geneva;50;7228;8136
2016;1;Switzerland;Zurich;167;12821;17192
2016;1;Turkey;Istanbul;245;26916;39409
2016;1;Ukraine;Kiev;36;5619;6480
2016;1;United Arab Emirates;Abu Dhabi;1;96;145
2016;1;United Arab Emirates;Dubai;88;21266;27248
2016;1;United Kingdom;Birmingham;18;2688;3240
2016;1;United Kingdom;Bristol;28;4896;5292
2016;1;United Kingdom;East Midlands;2;269;296
2016;1;United Kingdom;Edinburgh;20;2694;2960
2016;1;United Kingdom;Glasgow;18;2645;3240
2016;1;United Kingdom;Leeds;4;516;592
2016;1;United Kingdom;London;691;106711;131393
2016;1;United Kingdom;Manchester;59;10012;10600
2016;1;USA;Las Vegas;1;254;355
2016;2;Austria;Vienna;133;5296;11416
2016;2;Belarus;Minsk;26;817;1481
2016;2;Belgium;Brussels;272;34833;44283
2016;2;Canary Islands - Spain;Las Palmas;1;113;189
2016;2;Canary Islands - Spain;Tenerife;18;2770;3240
2016;2;China;Beijing;24;3493;5688
2016;2;Cyprus;Larnaca;16;2221;2880
2016;2;Czech Republic;Prague;100;4011;7136
2016;2;Denmark;Copenhagen;101;14987;19048
2016;2;Egypt;Cairo;32;1122;2312
2016;2;Finland;Helsinki;104;10151;15114
2016;2;France;Paris;244;33828;39246
2016;2;Georgia;Kutaisi;17;2351;3060
2016;2;Germany;Berlin;117;14248;18444
2016;2;Germany;Cologne;36;3653;5712
2016;2;Germany;Dortmund;42;6572;7560
2016;2;Germany;Dusseldorf;94;6839;14584
2016;2;Germany;Frankfurt;233;26724;42290
2016;2;Germany;Hahn;16;2471;2980
2016;2;Germany;Hamburg;41;3096;6180
2016;2;Germany;Munich;258;22288;39236
2016;2;Germany;Stuttgart;87;8666;12914
2016;2;Greece;Athens;50;7461;9118
2016;2;Greece;Thessaloniki;16;2199;2880
2016;2;Ireland;Dublin;114;17527;20976
2016;2;Israel;Ovda;16;2437;3024
2016;2;Israel;Tel Aviv;116;18273;21070
2016;2;Italy;Bari;24;3293;4320
2016;2;Italy;Bologna;16;2249;2880
2016;2;Italy;Catania;18;2738;4140
2016;2;Italy;Milan;150;23399;27531
2016;2;Italy;Naples;16;2395;2980
2016;2;Italy;Pisa;18;2944;3402
2016;2;Italy;Rome;174;25259;31064
2016;2;Kazakhstan;Atyrau;2;159;378
2016;2;Kosovo;Pristina;2;212;420
2016;2;Latvia;Riga;18;757;1320
2016;2;Malta;Malta;16;3076;3680
2016;2;Netherland;Amsterdam;170;24654;28872
2016;2;Netherland;Eindhoven;92;16174;19460
2016;2;Netherland;Rotterdam;22;2791;3278
2016;2;Norway;Oslo;58;9488;10962
2016;2;Poland;Warsaw;234;13977;21512
2016;2;Portugal;Faro;2;92;333
2016;2;Portugal;Lisbon;59;5414;8724
2016;2;Qatar;Doha;58;6812;7824
2016;2;Romania;Bucharest;114;4391;7162
2016;2;Romania;Tirgu Mures;17;2461;3060
2016;2;Russia;Moscow;158;17702;24270
2016;2;Serbia;Belgrade;18;426;800
2016;2;Slovakia;Kosice;1;161;180
2016;2;Spain;Alicante;8;1268;1540
2016;2;Spain;Barcelona;76;12616;14058
2016;2;Spain;Madrid;74;12039;13680
2016;2;Spain;Malaga;9;1385;1620
2016;2;Sweden;Gothenburg;16;2274;2880
2016;2;Sweden;Malmo;34;5100;6120
2016;2;Sweden;Stockholm;72;9952;13432
2016;2;Switzerland;Basel;40;6409;6816
2016;2;Switzerland;Geneva;52;7678;8256
2016;2;Switzerland;Zurich;160;12400;16450
2016;2;Turkey;Antalya;2;291;378
2016;2;Turkey;Istanbul;240;26006;39126
2016;2;Ukraine;Kiev;34;5326;6120
2016;2;United Arab Emirates;Abu Dhabi;2;90;290
2016;2;United Arab Emirates;Dubai;82;19373;25432
2016;2;United Kingdom;Birmingham;16;2331;2880
2016;2;United Kingdom;Bristol;24;4280;4536
2016;2;United Kingdom;East Midlands;12;1437;1776
2016;2;United Kingdom;Edinburgh;16;2224;2368
2016;2;United Kingdom;Glasgow;18;2700;3240
2016;2;United Kingdom;Leeds;12;1688;1776
2016;2;United Kingdom;London;643;104978;122216
2016;2;United Kingdom;Manchester;62;10215;10652
2016;3;Austria;Vienna;165;7787;14804
2016;3;Azerbaijan;Baku;4;336;720
2016;3;Belarus;Minsk;26;1126;1800
2016;3;Belgium;Antwerp;9;575;873
2016;3;Belgium;Brussels;263;34709;45275
2016;3;Belgium;Liege;7;285;1012
2016;3;Canary Islands - Spain;Tenerife;16;2370;2880
2016;3;China;Beijing;24;2800;5688
2016;3;Cyprus;Larnaca;35;4776;6305
2016;3;Czech Republic;Prague;160;5664;10986
2016;3;Denmark;Billund;14;2296;2646
2016;3;Denmark;Copenhagen;111;17310;20823
2016;3;Egypt;Cairo;34;1360;2448
2016;3;Finland;Helsinki;132;15792;20156
2016;3;France;Marseille;1;100;189
2016;3;France;Nice;12;1603;2160
2016;3;France;Paris;314;42539;50233
2016;3;Georgia;Kutaisi;17;2614;3060
2016;3;Germany;Berlin;169;21374;27188
2016;3;Germany;Cologne;40;4384;6072
2016;3;Germany;Dortmund;56;8807;10080
2016;3;Germany;Dusseldorf;102;9086;16526
2016;3;Germany;Frankfurt;252;30946;45616
2016;3;Germany;Hahn;26;4804;5780
2016;3;Germany;Hamburg;50;5256;7536
2016;3;Germany;Karlsruhe;12;1692;2160
2016;3;Germany;Munich;272;27351;42008
2016;3;Germany;Stuttgart;94;10462;14076
2016;3;Greece;Athens;60;8853;10898
2016;3;Greece;Thessaloniki;20;2834;3600
2016;3;Iceland;Reykjavik;6;807;1080
2016;3;Ireland;Dublin;120;19618;22050
2016;3;Israel;Ovda;16;2477;3024
2016;3;Israel;Tel Aviv;132;21914;25928
2016;3;Italy;Bari;30;4356;5700
2016;3;Italy;Bologna;16;2366;2880
2016;3;Italy;Catania;21;3516;4404
2016;3;Italy;Milan;164;26889;30812
2016;3;Italy;Naples;24;4423;5520
2016;3;Italy;Palermo;1;125;148
2016;3;Italy;Pisa;18;3043;3402
2016;3;Italy;Rome;206;30792;37088
2016;3;Kazakhstan;Atyrau;1;96;189
2016;3;Kosovo;Pristina;3;271;456
2016;3;Latvia;Riga;30;1695;2201
2016;3;Malta;Malta;26;4744;5452
2016;3;Netherland;Amsterdam;194;29564;34528
2016;3;Netherland;Eindhoven;113;20323;23890
2016;3;Netherland;Maastricht;1;155;230
2016;3;Netherland;Rotterdam;34;4341;5066
2016;3;Norway;Oslo;86;14180;16210
2016;3;Poland;Warsaw;247;15694;23114
2016;3;Poland;Wroclaw;1;135;189
2016;3;Portugal;Lisbon;62;7540;9624
2016;3;Qatar;Doha;62;7482;8516
2016;3;Romania;Bucharest;110;4455;6519
2016;3;Romania;Tirgu Mures;20;2856;3600
2016;3;Russia;Moscow;176;20159;26906
2016;3;Serbia;Belgrade;18;671;1260
2016;3;Slovakia;Sliac;4;173;756
2016;3;Spain;Alicante;10;1873;2200
2016;3;Spain;Barcelona;92;15420;17418
2016;3;Spain;Bilbao;1;162;189
2016;3;Spain;Madrid;88;14760;16654
2016;3;Spain;Malaga;20;3400;3772
2016;3;Spain;Pamplona;2;336;357
2016;3;Spain;Vitoria;2;426;460
2016;3;Spain;Zaragoza;2;326;400
2016;3;Sweden;Arvidsjaur;1;17;33
2016;3;Sweden;Gothenburg;24;3484;4320
2016;3;Sweden;Malmo;50;7384;9000
2016;3;Sweden;Stockholm;116;16767;21810
2016;3;Switzerland;Basel;48;7608;8112
2016;3;Switzerland;Geneva;62;9327;10008
2016;3;Switzerland;Zurich;173;13551;17460
2016;3;Turkey;Antalya;8;1056;1503
2016;3;Turkey;Istanbul;254;29504;40648
2016;3;Ukraine;Kiev;42;6675;7560
2016;3;Ukraine;Zaporozhye;2;66;90
2016;3;United Arab Emirates;Dubai;89;20627;27428
2016;3;United Kingdom;Birmingham;24;3454;4320
2016;3;United Kingdom;Bristol;28;5076;5292
2016;3;United Kingdom;East Midlands;18;2331;2664
2016;3;United Kingdom;Edinburgh;20;2654;2960
2016;3;United Kingdom;Glasgow;22;3302;4060
2016;3;United Kingdom;Leeds;16;2287;2332
2016;3;United Kingdom;Liverpool;6;764;1080
2016;3;United Kingdom;London;762;121820;143498
2016;3;United Kingdom;Manchester;70;11900;12574
2016;4;Austria;Vienna;159;7843;13394
2016;4;Azerbaijan;Baku;16;1174;2880
2016;4;Belarus;Minsk;24;1025;1488
2016;4;Belgium;Antwerp;9;520;873
2016;4;Belgium;Brussels;276;36814;49236
2016;4;Canary Islands - Spain;Las Palmas;8;1294;1512
2016;4;Canary Islands - Spain;Tenerife;18;2693;3240
2016;4;China;Beijing;28;3774;6636
2016;4;Cyprus;Larnaca;19;2928;3395
2016;4;Czech Republic;Brno;1;88;122
2016;4;Czech Republic;Prague;162;6204;10597
2016;4;Denmark;Billund;26;4290;4914
2016;4;Denmark;Copenhagen;127;20586;24003
2016;4;Egypt;Cairo;32;1493;3044
2016;4;Finland;Helsinki;144;19010;23405
2016;4;Finland;Tampere;16;2751;3024
2016;4;France;Lyon;6;659;936
2016;4;France;Nice;18;2620;3240
2016;4;France;Paris;371;51360;59207
2016;4;Georgia;Kutaisi;18;2768;3240
2016;4;Germany;Berlin;221;24042;34289
2016;4;Germany;Cologne;61;6071;9420
2016;4;Germany;Dortmund;60;9694;10800
2016;4;Germany;Dusseldorf;103;8375;16638
2016;4;Germany;Erfurt;1;66;109
2016;4;Germany;Frankfurt;294;35033;53160
2016;4;Germany;Hahn;18;2820;3240
2016;4;Germany;Hamburg;60;5509;8388
2016;4;Germany;Karlsruhe;18;2685;3240
2016;4;Germany;Munich;253;26986;40716
2016;4;Germany;Stuttgart;102;11365;15924
2016;4;Greece;Athens;68;9471;12154
2016;4;Greece;Corfu;2;183;378
2016;4;Greece;Thessaloniki;16;2264;2880
2016;4;Iceland;Reykjavik;20;2934;3636
2016;4;Ireland;Dublin;112;19014;20658
2016;4;Israel;Tel Aviv;151;23226;27202
2016;4;Italy;Bari;34;5878;7820
2016;4;Italy;Bologna;18;2681;3240
2016;4;Italy;Catania;31;4490;5319
2016;4;Italy;Milan;149;27565;32061
2016;4;Italy;Naples;18;3265;4140
2016;4;Italy;Palermo;8;1037;1272
2016;4;Italy;Pisa;26;4357;4914
2016;4;Italy;Rome;232;34227;43782
2016;4;Italy;Treviso;16;2629;3024
2016;4;Kazakhstan;Atyrau;2;207;378
2016;4;Kosovo;Pristina;2;191;378
2016;4;Latvia;Riga;42;2643;3119
2016;4;Macedonia;Skopje;2;153;218
2016;4;Malta;Malta;45;7055;8262
2016;4;Netherland;Amsterdam;240;34879;40264
2016;4;Netherland;Eindhoven;120;23978;27600
2016;4;Netherland;Rotterdam;90;10870;14752
2016;4;Norway;Oslo;122;17043;23064
2016;4;Poland;Warsaw;258;17679;24584
2016;4;Portugal;Faro;2;339;392
2016;4;Portugal;Lisbon;42;6185;7334
2016;4;Qatar;Doha;60;6971;8376
2016;4;Romania;Bucharest;120;4900;7040
2016;4;Romania;Tirgu Mures;16;2397;2880
2016;4;Russia;Kazan;1;93;122
2016;4;Russia;Moscow;180;22933;28412
2016;4;Serbia;Belgrade;16;537;992
2016;4;Spain;Alicante;18;2631;3240
2016;4;Spain;Barcelona;124;21987;24988
2016;4;Spain;Jerez;2;107;340
2016;4;Spain;Madrid;86;15817;18061
2016;4;Spain;Malaga;34;5982;7123
2016;4;Sweden;Gothenburg;26;3835;4680
2016;4;Sweden;Malmo;44;6408;7920
2016;4;Sweden;Stockholm;126;19068;25262
2016;4;Switzerland;Basel;50;8053;8424
2016;4;Switzerland;Geneva;60;9480;10128
2016;4;Switzerland;Zurich;180;15241;17920
2016;4;Turkey;Antalya;2;241;378
2016;4;Turkey;Istanbul;259;27960;41814
2016;4;Ukraine;Kiev;36;5740;6480
2016;4;United Arab Emirates;Dubai;86;17480;25800
2016;4;United Kingdom;Birmingham;26;3708;4680
2016;4;United Kingdom;Bristol;26;4696;4914
2016;4;United Kingdom;East Midlands;16;1865;2368
2016;4;United Kingdom;Edinburgh;24;2965;3552
2016;4;United Kingdom;Glasgow;26;3806;4780
2016;4;United Kingdom;Leeds;18;2392;2652
2016;4;United Kingdom;Liverpool;16;2378;2880
2016;4;United Kingdom;London;827;128033;152932
2016;4;United Kingdom;Manchester;68;10760;11458
2016;5;Austria;Vienna;184;9381;15500
2016;5;Azerbaijan;Baku;18;1999;3240
2016;5;Belarus;Minsk;28;1349;1900
2016;5;Belgium;Brussels;325;44996;56785
2016;5;Canary Islands - Spain;Las Palmas;10;1653;1890
2016;5;Canary Islands - Spain;Tenerife;18;2873;3240
2016;5;China;Beijing;34;4470;8058
2016;5;Croatia;Dubrovnik;1;28;30
2016;5;Cyprus;Larnaca;26;4043;4680
2016;5;Czech Republic;Prague;165;7047;10708
2016;5;Denmark;Billund;26;4314;4914
2016;5;Denmark;Copenhagen;134;21184;25326
2016;5;Egypt;Cairo;30;1441;3486
2016;5;Egypt;Hurghada;10;1143;1827
2016;5;Finland;Helsinki;152;19259;24096
2016;5;Finland;Tampere;18;3107;3402
2016;5;France;Lyon;26;3210;4056
2016;5;France;Nantes;2;232;378
2016;5;France;Nice;18;2756;3240
2016;5;France;Paris;401;56183;64534
2016;5;Georgia;Kutaisi;18;2652;3240
2016;5;Germany;Berlin;224;27477;34630
2016;5;Germany;Cologne;64;7060;9498
2016;5;Germany;Dortmund;62;10026;11160
2016;5;Germany;Dusseldorf;100;10322;17720
2016;5;Germany;Frankfurt;306;39148;56580
2016;5;Germany;Hahn;26;4097;4680
2016;5;Germany;Hamburg;62;7577;8772
2016;5;Germany;Hanover;2;99;340
2016;5;Germany;Karlsruhe;18;2750;3240
2016;5;Germany;Munich;271;28723;42306
2016;5;Germany;Stuttgart;102;12337;15624
2016;5;Greece;Athens;82;11651;14752
2016;5;Greece;Corfu;8;1125;1512
2016;5;Greece;Thessaloniki;18;2632;3240
2016;5;Iceland;Reykjavik;22;3406;3996
2016;5;Iraq;Irbil;1;27;100
2016;5;Ireland;Dublin;116;19856;21384
2016;5;Israel;Tel Aviv;159;25071;29883
2016;5;Italy;Bari;36;6229;8280
2016;5;Italy;Bologna;18;2707;3240
2016;5;Italy;Catania;19;2848;3404
